price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated
7977382.31,4,1.75,2080,13629,1,4,1040,1040,1955,2009
4713452.69,3,2.5,1270,9675,2,3,1270,0,1993,0
9791101.36,3,1,1080,21043,1,3,1080,0,1942,1999
3473672.74,3,2,1610,5100,1.5,5,1610,0,1940,0
4665989.79,2,1,1120,9912,1,4,1120,0,1980,0
5737567.74,4,2.75,2500,5257,2,3,2500,0,1966,1963
3678627.93,3,1,970,7275,1,4,970,0,1970,0
4611729.74,5,2,3370,5000,1.5,4,2140,1230,1907,0
65194071.97,3,1,1290,189486,1,4,1290,0,1960,2001
146053491.2,4,3.5,3370,435600,2,3,3370,0,2005,0
6797076.65,4,3.5,3410,10769,2,3,3410,0,2008,0
5241880.49,4,2.5,2490,8290,2,3,2490,0,1999,0
3917580.65,2,1,770,4000,1,5,770,0,1924,1956
3747652.25,1,1.5,810,3211,2,4,810,0,1982,2011
6006531.06,4,2.5,3060,10043,1,4,1700,1360,1968,0
2309814.77,3,2.5,1690,1613,2,3,1150,540,2014,0
3172992.25,3,1.75,1890,3825,1,3,1290,600,1974,0
2730054.38,2,2,1470,3128,2,3,1470,0,2005,0
5232552.99,2,1,1060,7193,1,3,1060,0,1926,2003
24258944.6,4,2.5,3480,59242,2,3,3480,0,1988,2000
5161699.62,4,2.75,2730,3560,1.5,3,1550,1180,1921,2007
4392739.75,3,2.25,1580,7941,2,4,1580,0,1986,0
6218545.03,3,2.75,2170,7900,1,4,1380,790,1978,2000
4313574.24,2,1,930,4743,1,4,930,0,1942,1982
4324866,4,2,1580,7800,2,2,1580,0,1906,0
8589846.66,5,1.75,3290,11900,1.5,3,3290,0,1973,2013
5721246.93,4,2.25,2110,10698,2,4,2110,0,1979,0
3033224.3,3,2.5,1670,3565,2,3,1670,0,1999,0
4397013.48,3,2.25,2030,7350,1,4,1190,840,1977,0
4547882.72,3,1,1500,4100,1.5,3,1370,130,1926,2003
2072748.31,3,2.25,1450,1445,2,3,980,470,2005,0
4219423.29,4,1.5,1310,8250,1,3,1060,250,1953,0
19768087.79,5,3.25,4180,49222,2,4,2880,1300,1979,0
12726915.73,3,1.75,1630,28600,1,3,1630,0,1967,2011
6085827.01,4,2.5,2660,10452,2,3,2660,0,1993,0
2534304.5,3,2.5,1720,1916,2,3,1720,0,2005,0
3463508.84,2,2.25,1260,1240,3,3,1260,0,2004,2003
7354315.84,3,1.75,1610,12247,1,3,1610,0,1981,2013
5209735.03,2,1,680,8064,1,3,680,0,1941,1994
6080462.56,4,3.5,2640,5900,2,3,2640,0,1937,1998
4197756.06,3,2.25,1640,7200,2,4,1640,0,1985,0
6396670.36,4,1.75,2310,8045,1,4,1650,660,1976,1992
3574294.61,3,1.75,2010,4905,1,5,1230,780,1912,0
3208068.94,2,1.5,1660,4680,1,5,830,830,1908,0
3394591.26,3,2.5,2200,3360,2,3,2200,0,2009,0
5399616.49,4,2.5,2460,4200,2,3,2460,0,1998,2006
11647589.59,2,1.75,2430,23400,1,3,2430,0,1951,1994
5598369.72,3,1,1370,7500,1,3,1370,0,1960,2012
6830748.63,3,1.75,1800,10200,1,3,1800,0,1967,2011
6302402.28,3,1.75,2200,7706,2,3,2200,0,1908,1988
3360296.53,2,1,700,2334,1,3,700,0,1945,2010
7022983.25,3,2.5,1920,15124,2,3,1920,0,1995,0
6281216.18,5,2.75,2190,12687,1,5,1370,820,1978,0
5258485.69,3,2.25,2030,9791,1,4,1500,530,1984,0
2282379.4,3,2.5,1350,2053,3,3,1350,0,2005,0
2504524.96,3,2.5,1680,2096,2,3,1380,300,2008,0
4971086.1,5,1.75,1250,10530,1,4,1250,0,1966,0
5559926.35,4,3,2240,6000,1.5,4,1270,970,1914,1945
5293266.51,3,1,950,7620,1,3,950,0,1954,2005
3377811.24,3,3.5,2320,3174,2,3,2060,260,1997,0
5510665.83,2,2.5,2380,9374,1,3,2380,0,2011,0
2076061.95,2,2.25,1540,958,3,3,1540,0,2007,0
5237696.32,5,3,2100,9752,1,3,1200,900,2007,0
5616884.32,4,2.5,2500,4945,2,3,2500,0,2013,1923
7044351.87,4,2.5,3230,7331,2,3,3230,0,2004,2003
4699559.13,3,2.5,2830,5802,2,3,2830,0,2001,0
2945981.18,2,1,870,5340,1.5,2,870,0,1906,0
13469229.42,4,3,2690,28300,1,3,2690,0,1954,1999
1829174.08,3,2.5,1260,889,3,3,1260,0,2008,0
7347823.77,4,3.5,2680,10000,2,3,2040,640,1942,2014
4295126.61,3,2.5,2660,4975,2,3,2660,0,2014,0
4772450.84,2,1.75,1480,5120,1,4,840,640,1951,1999
12688222.01,4,2.25,1770,33132,1,4,1190,580,1965,0
5307745.42,2,1,950,7692,1,3,950,0,1926,2003
3922843.07,2,1,860,8308,1,4,860,0,1948,0
4418348.02,4,2,1960,7560,1,5,1160,800,1978,0
3584778.66,2,1,1770,5522,1.5,4,960,810,1943,0
4958736.28,4,1.75,1280,6060,1,3,860,420,1926,2003
7717284.97,4,2.5,2150,12028,2,4,2150,0,1982,2011
3107879.71,2,1,1790,4000,1,4,1040,750,1923,0
5482874.2,3,2.25,1990,10260,2,4,1990,0,1987,0
4044053.93,5,2.5,2430,4781,2,3,2430,0,2001,0
8434974.72,4,2.75,2820,13193,1,3,1860,960,1965,1993
6065903.53,3,1,1910,8190,1,4,1010,900,1946,1989
1897939.87,3,2.25,1270,1213,2,3,1040,230,2005,0
3298877.62,4,2.75,2050,3960,1,4,1180,870,1986,0
5071555.97,6,2,2150,4505,1,3,1270,880,1952,2008
6691905.59,4,1.75,2450,13300,1,4,1630,820,1987,0
3333253.11,2,2.25,1230,1280,2,3,960,270,2012,1912
16095902.99,4,2.25,2260,41984,1,4,2260,0,1967,0
21059573.62,2,1,1050,60113,1,4,1050,0,1943,0
4328329.73,3,1.75,1570,7775,2,3,1570,0,1982,0
5042381.1,4,2,1820,9350,1,4,1820,0,1967,0
2988281.2,2,1.75,1540,4025,1,4,1190,350,1908,0
16875009.68,3,1.5,2060,44866,1,3,2060,0,1953,0
28322971.6,4,3.5,4380,74052,1,3,4380,0,2001,0
6157239.21,3,1,1090,9900,1,4,1090,0,1955,2009
4071326.57,3,1.75,1480,7225,1,4,1480,0,1965,0
3019897.8,4,1,1320,4440,1.5,3,1320,0,1929,0
5499953.9,1,2.25,2140,10350,1,3,1470,670,1976,0
9197450.04,4,3.5,4560,16643,1,3,2230,2330,1995,0
5975411.25,4,3,2800,9764,2,3,2800,0,2002,0
2996250.62,3,1,1050,5000,1,4,1050,0,1967,0
4866188.79,3,1.5,1490,9630,1,4,1490,0,1959,0
3988127.22,2,1,1730,6375,2,4,1730,0,1945,0
4223379.47,4,1,1210,3760,1.5,3,1210,0,1900,2005
7080043.58,4,2.5,2800,8494,2,3,2800,0,2004,2003
2105949.73,3,1.5,1570,1050,2,3,1570,0,1915,0
11962392.7,3,2.25,1400,31626,1,2,1140,260,1987,0
5114880.43,4,2,2850,7861,1,4,1450,1400,1970,0
4386800.69,6,3,1880,7200,1,4,1880,0,1966,0
5411535.6,2,1,790,8424,1,4,790,0,1953,1983
4378428.45,2,1.75,1300,4000,2,3,1300,0,1948,1994
4550124.97,3,1,2120,7735,1,4,1060,1060,1967,0
4834583.79,3,1.5,1540,4773,2,3,1540,0,1941,2009
8467992.03,4,2.75,2620,13777,1.5,4,1720,900,1926,1993
5238053.96,6,3,2880,3192,2,4,2180,700,1919,1985
4688351.71,4,1,1680,4021,1.5,3,1680,0,1921,2000
4935154.46,2,1,790,6969,1,3,790,0,1955,1984
3836700.99,3,1,1092,7500,1.5,3,1092,0,1918,0
6516287.94,3,1.5,1650,9936,1,3,1090,560,1967,2011
3743714.82,3,2.5,2090,4700,2,3,2090,0,2002,0
13005088.6,4,1.75,2180,28710,1,3,1180,1000,1950,2005
4306591.76,4,2.5,1990,6671,2,3,1990,0,1989,0
5259176.08,4,2.5,2650,7945,2,3,2650,0,2006,0
10804563.87,4,3.5,4460,16953,1,3,2550,1910,1962,1994
5336037.49,3,1,910,8000,1,4,740,170,1950,1983
6278850.73,3,2.5,2770,10773,2,3,2770,0,1992,0
4686862.49,3,2,2390,6888,2,5,2390,0,1939,0
54956937.55,3,2.5,3050,158558,1,4,3050,0,1987,0
3200993.74,3,2.5,1700,4000,2,3,1700,0,2003,0
17374942.97,5,3.5,3200,43560,2,3,3200,0,1989,0
2938196.24,3,1.75,1200,4500,1,5,1200,0,1906,0
4586952.88,4,2.25,2220,6953,2,4,2220,0,1999,0
7001803.04,3,2.5,2480,9041,2,3,2480,0,2004,2003
7900636.73,4,2.25,2560,12100,1,4,1760,800,1976,1992
5914984.12,4,1.5,2500,6300,1,4,1500,1000,1961,2001
4270259.43,2,1,1150,4000,1,3,1150,0,1947,2012
5794734.11,4,1.75,1650,7775,1,4,1150,500,1950,1983
4586949.26,3,1.75,1140,9628,1,4,1140,0,1969,0
5881187.01,3,1.75,3400,8965,1,5,1820,1580,1957,0
15598390.84,3,1,1180,43124,1,4,1180,0,1959,0
3232579.67,3,2.5,1700,4105,2,3,1700,0,1992,0
6681306.42,3,1.5,1240,11200,1,4,1240,0,1954,1979
8452629.8,5,2.25,2890,12478,2,3,2890,0,1977,2004
4660031.82,3,1,1060,10050,1,4,1060,0,1967,0
5230883.72,4,1.75,1590,10523,2,4,1590,0,1922,0
4681214.5,6,5.25,2860,5682,2,3,2860,0,1978,0
1517056.46,1,1,820,1060,1,3,760,60,2007,0
6130395.51,3,2,2020,8118,1,3,1020,1000,1963,2008
5054874.45,4,2.25,1870,9680,1,4,1170,700,1959,0
5396564.02,3,2.5,2170,4905,2,3,2170,0,2004,2003
5392058.34,4,2.5,1600,6765,1,3,830,770,1947,2011
4926399.92,4,1.75,2090,4300,1.5,4,1250,840,1925,1968
3857995.37,4,2,1700,6025,1,3,1700,0,1978,0
5662999.06,4,1.75,1940,6909,1,4,970,970,1941,1998
5918514.34,3,1,1320,8625,1,4,1320,0,1957,2001
7549353.58,4,2.25,3500,13875,1,4,1830,1670,1938,0
5950517.4,5,3.5,2800,5120,2.5,3,2800,0,1903,2005
2333398.02,3,1.5,1080,2940,1.5,4,1080,0,1920,0
6016597.91,4,2.5,3550,8048,2,3,3550,0,2007,0
84449849.08,3,2,2010,251341,2,3,1510,500,2003,0
2304285.76,3,1.75,1690,1468,2,3,1380,310,2008,0
2017979.5,3,1.5,1270,1443,3,3,1270,0,2007,0
2831510.21,3,2.25,1970,2377,2,3,1680,290,2008,0
5721154.29,4,2.75,3160,8097,2,3,3160,0,2014,0
1890953.16,3,2.5,1210,1200,3,3,1210,0,2008,0
4578202.14,4,3.5,3120,5086,2,3,2480,640,2008,0
5544104.88,4,2.5,2670,8765,2,3,2670,0,2006,0
2239281.54,3,2.25,1640,1204,3,3,1640,0,2014,0
5043786.08,4,2.5,2303,3680,2,3,2303,0,2013,1923
3011423.32,3,2.5,1800,3168,2,3,1800,0,2014,0
6322062.33,5,3.5,4460,2975,3,3,3280,1180,2013,1923
2602274.05,2,2.5,1590,2656,2,3,1220,370,2009,0
4360532.12,4,3.5,3070,4684,2,3,2190,880,2009,0
3948809.45,2,1.75,1330,7200,1,3,1330,0,1993,0
5026061.28,3,1,990,6750,1,4,990,0,1947,1988
3946690.09,4,2.5,1900,5790,2,3,1900,0,1994,0
2526498.43,3,2.5,2020,1159,3,3,2020,0,2000,0
6725916.53,3,1.75,2000,9416,1,4,2000,0,1961,2001
3891733.49,2,1.75,1100,7600,1,3,1100,0,1980,0
14703693.44,1,1,960,40946,1,5,960,0,1945,0
8001133.74,4,2.75,3488,9614,2,3,3488,0,1998,2006
6659416.37,2,1.75,1890,9466,2,3,1890,0,1987,2000
6325784.93,4,2,2030,8120,2,3,2030,0,1950,2005
5489223.35,3,1.75,1380,7350,1,3,990,390,1981,2013
6800715.28,4,3.25,3660,5800,2.5,3,3360,300,1909,1995
3083471.9,3,2.25,1870,3230,2,3,1870,0,1997,0
5961160.04,4,2.25,2080,12007,1,4,1220,860,1979,0
7343066.09,4,2.75,2450,14803,2,4,2450,0,1988,0
4506536.63,4,2.25,2750,6180,1,4,1500,1250,1948,0
3083994.24,3,1,1240,4842,1,4,1240,0,1916,0
6065407.79,3,2.5,1900,7604,2,3,1900,0,1990,2009
4561359.57,3,2.5,2540,6093,2,3,2540,0,1999,0
7017442.71,3,2.75,2100,10362,2,3,1510,590,1998,2006
4003772.27,4,2,1790,2250,1,4,840,950,1909,1989
3837431.27,3,2,1170,7258,1,3,1170,0,1984,0
4354845.52,3,1,1060,9126,1,5,1060,0,1956,0
5560113.45,5,2,1930,6120,1.5,3,1930,0,1941,1969
5795978.62,3,2,1540,7947,1,3,1120,420,1961,2004
7220957.21,5,3,2876,13927,1,4,1970,906,1973,0
6219656.02,3,2.5,2150,7484,2,3,2150,0,1988,2000
4754026.73,2,1,1140,5500,1,3,1140,0,1947,2012
3856173.49,3,1.5,980,7790,1,5,980,0,1969,0
5781419.38,3,1.75,1230,13056,1,4,1230,0,1962,0
6619975.11,3,1.75,1390,10905,1,3,860,530,1957,2000
4348435.57,3,3.5,2380,6250,2,3,1670,710,1997,0
5851173.45,3,3.25,3690,7200,2,3,3690,0,2007,0
354938471,5,3.25,3010,1074218,1.5,5,2010,1000,1931,0
6035839.38,3,1,1250,9126,1,3,1250,0,1969,2010
5841815.15,4,2.75,2290,6120,2,4,2170,120,1926,1993
4348978.31,2,1,790,5240,1,4,790,0,1925,1968
4680911.1,3,2.5,2720,6014,2,3,2720,0,2002,0
6752236.72,4,2.75,2550,8632,1,3,1700,850,1972,2002
2660290.92,2,1,1080,3899,1,4,1080,0,1972,0
5479272.86,3,1.75,2470,9620,1,4,1570,900,1962,0
5161129.78,2,0.75,850,7710,1,5,550,300,1909,1988
6506899.8,3,2.5,1990,8991,1,3,1570,420,1969,2010
5410306.46,3,2.25,1800,10500,2,3,1800,0,1995,0
17888793.23,5,4,4850,36450,2,3,4850,0,1977,2004
5430288.75,3,1,1020,7874,1,3,1020,0,1956,2001
18726289.53,3,2.5,2420,49928,2,3,1860,560,1985,0
6278036.11,4,2.5,2910,5776,2,3,2910,0,1998,2006
5858216.11,3,1.5,1060,9039,1,3,1060,0,1973,2013
5873598.77,4,2.5,2340,6420,1,3,1590,750,1964,2000
3613938.55,4,2.75,1800,5453,1,3,1050,750,2002,0
5229405.76,4,2,1660,6150,1,3,850,810,1945,2010
23510224.91,3,1.75,1300,62290,1,3,1300,0,1983,2009
9749274.19,3,1.5,1780,23819,1,3,1780,0,1953,0
4393777.33,2,1,1030,4841,1,3,920,110,1939,1969
5743324.09,4,3.25,2790,5420,1,3,1130,1660,1963,2013
2405742.2,3,1,1150,3000,1,5,1150,0,1906,0
6917846.67,4,2.5,3290,11446,2,3,3290,0,1992,0
84377708.59,4,2.5,3400,247421,2,3,3400,0,2001,0
4271610.07,2,1,1200,4000,1,3,1070,130,1940,1996
4881644.12,4,2.5,2160,8005,2,3,2160,0,1993,0
2889282.44,3,1,1450,4000,1,4,950,500,1948,0
4083469.67,4,2.5,3240,3600,2,3,2060,1180,2008,0
2169842.66,3,2,1470,1691,2,3,1000,470,2007,0
4133313.15,4,2.5,2360,5226,2,3,2360,0,2001,0
5280039.91,3,2.25,2230,9053,2,4,2230,0,1987,0
18602245.34,4,2.5,2630,48706,2,3,2630,0,1986,0
11011082.61,3,1,1010,25000,1,3,1010,0,1966,1963
2138942.64,3,2.25,1445,1471,2,3,1300,145,2003,0
5680917.01,3,1.75,2380,6000,1.5,3,1320,1060,1935,1974
8601765.23,4,2.75,2830,13059,2,3,2830,0,1998,2006
18079765.43,4,2.5,3010,46173,2,3,3010,0,1996,0
6593839.13,4,2.25,2000,9000,1,4,2000,0,1978,2000
4848703.14,3,2.25,2020,3600,2,3,2020,0,1998,2006
4226281.26,3,2.5,2030,6326,2,3,2030,0,1993,0
6229576.97,3,2.75,2550,11160,2,3,2550,0,1994,0
7295806.49,2,1,970,13700,1,3,970,0,1949,1998
5832484.48,3,1.75,1540,12446,1,5,1540,0,1967,0
39848028.89,2,1,1396,111949,1,3,1396,0,1940,1997
5341175.81,4,3.25,2780,7875,2,3,2780,0,2006,0
6706888.33,6,2,2220,8797,1,3,2220,0,1977,2004
6674595.08,4,3.5,2350,13402,2,3,1670,680,1994,0
16161077.94,3,2.25,2760,40946,2,5,2760,0,1978,0
12638551.01,3,2.5,4460,26027,2,3,4460,0,1992,0
3130221.04,3,2,1440,4421,1,3,1440,0,2007,0
6439855.12,5,3.75,5330,6000,2,3,3570,1760,2006,0
3696927.95,4,2.5,2220,4228,2,3,2220,0,2014,0
7245612.57,5,4.75,5305,8401,2,3,3745,1560,2005,0
7903208.38,3,4,3880,13095,2,3,3700,180,2009,0
6163631.79,4,3.25,3810,8519,1,3,2680,1130,2007,0
2413882,3,3,1960,1168,2,3,1600,360,2007,0
2125794.75,3,2.5,1530,1131,3,3,1530,0,2009,0
14374670.26,4,2.25,3250,34293,2,4,3250,0,1983,0
4290665.21,3,2.5,1750,7208,2,3,1750,0,1994,0
16291457.4,4,3.25,3440,35021,2,3,3440,0,1983,2009
6035282.98,1,0.75,1170,14149,1,5,880,290,1962,0
4488849.34,3,1,870,5330,1,3,870,0,1969,2014
10367240.51,4,2.5,2930,18199,2,3,2930,0,1998,2006
7001647.05,3,2.5,3160,12824,1,4,1820,1340,1966,0
2234127.41,2,1,800,3330,1,3,800,0,1918,0
5032105.62,4,2.5,2350,8001,2,4,2350,0,1987,0
8288592.01,2,1.75,1060,16470,1,3,1060,0,1977,2004
6155056.06,3,1.75,2060,12558,1,4,1350,710,1984,0
2175117.47,2,1.75,1560,1750,1,4,780,780,1904,0
17991446.3,4,1.75,3000,42200,1,3,1500,1500,1950,2005
4911368.17,3,1.5,1660,4800,2,3,1660,0,1907,1983
3380377.18,3,1.75,1650,5100,1,5,1040,610,1908,0
7416415.08,4,3,3220,8936,2,3,2450,770,1990,2009
4838738.52,3,1.5,2320,7500,1,3,2320,0,1976,0
8971189.17,4,2.75,2750,14982,1,3,1720,1030,1981,2013
3207540.4,3,1,910,6000,1,2,910,0,1956,0
1482058.18,2,1.5,840,867,2,3,840,0,2005,0
2150172.86,3,2.25,1470,1578,2,3,1090,380,2007,0
5693117.22,6,2,2040,10812,1,4,2040,0,1943,0
2712307.05,3,1,1100,4046,1.5,4,1100,0,1922,0
4063427.97,2,1,940,8532,1,4,940,0,1959,0
4851822.29,3,2,1110,10500,1,5,1110,0,1978,0
4779129,4,1.75,2200,8100,1.5,5,1400,800,1942,0
23613707.9,2,1.75,2860,59612,1,3,1510,1350,1948,2003
4787190.01,2,1,740,11250,1,2,740,0,1938,0
6765719.38,4,1.75,2740,8520,1,3,1370,1370,1954,2005
3908265.2,3,1,1250,7300,1,4,1250,0,1956,0
5686855.13,4,2.5,3140,8060,2,3,3140,0,1991,0
6057252.88,2,1,820,10270,1,3,820,0,1954,2005
6330088.38,4,2.75,2570,7264,2,3,1720,850,1998,2006
4898304.21,4,2.25,2350,8140,1,4,1430,920,1977,0
7652215.07,4,3,3600,9200,1,4,2100,1500,1976,1992
5829781.77,4,2,1580,8000,1,3,1040,540,1967,2011
3278069.91,2,1,1070,5824,1,5,1070,0,1949,0
3372408.33,3,1,1070,6109,1,5,1070,0,1951,0
4961552.83,4,2,1640,5000,2,3,1640,0,1907,1983
6808207.13,3,2.75,2890,12130,2,4,2830,60,1987,0
5565428.43,3,1,1220,7876,1,3,1220,0,1966,1963
4529944.35,2,1,1400,4500,1,3,900,500,1922,2008
4908769.65,3,1,1040,6250,1,3,1040,0,1942,1999
4793613.02,4,2,980,10640,1,5,980,0,1978,0
8076435.79,4,3.25,3340,10890,1.5,3,2240,1100,1963,2000
76988352.72,6,4.5,6040,219542,2,3,4100,1940,1996,0
2490741.33,3,3.5,1900,1612,2,3,1430,470,2008,0
5684128.72,4,1.5,1740,7292,1,3,1020,720,1962,2003
2987146.04,3,2,2000,3207,1,4,1100,900,1916,0
5597962.19,3,1.75,1610,7200,1,3,1090,520,1973,2013
8960845.17,4,2.5,3240,13978,1,3,1860,1380,1977,2004
5282487.26,5,2.25,2230,9600,1,3,1320,910,1978,0
3689692.8,2,2.5,1160,2174,2,3,1160,0,1998,2006
4223517.7,4,2.75,2410,6000,1,5,1410,1000,1950,0
6104499.3,2,1,590,10945,1.5,3,590,0,1983,2009
8312481.79,4,2.5,2600,17388,2,3,2600,0,1996,0
4807517.17,4,3,2170,8240,1,4,1370,800,1968,0
5001725.05,4,2.75,2080,4000,1.5,3,2080,0,1912,2000
6884853.87,4,2.5,2860,12394,2,3,2860,0,1999,0
5575985.79,4,2.5,2980,8107,2,3,2980,0,2000,0
1804498.26,2,2.5,1230,987,2,3,1060,170,2011,0
5915013.6,4,1.75,2260,7005,1,4,1130,1130,1947,1988
6968497.76,3,2.75,2200,14925,1,3,1100,1100,1982,0
7083247.06,4,2.5,3030,12590,1.5,4,3030,0,1988,0
3421365.33,2,1,1060,1600,2,3,1060,0,1979,2014
10072950.14,4,3,4260,18687,2,3,4260,0,1996,0
1564588.84,3,2.25,998,844,2,3,798,200,2007,0
3396320.24,4,2.5,2052,3723,2,3,2052,0,2014,0
5089939.5,4,3.5,3150,6202,2,3,3150,0,2005,0
4458681.03,3,2.25,1950,7221,1,4,1950,0,2006,0
2031596.61,3,2.25,1347,1292,3,3,1347,0,2010,0
5422872.6,4,3.75,3860,5474,2.5,3,3860,0,2007,0
7977311.62,4,5.5,5060,10320,2,3,5060,0,2008,0
1907625.55,3,1.5,1360,885,3,3,1360,0,2008,0
4710262.66,5,2.5,2760,6000,2,3,2760,0,2006,0
5463411.55,5,3.5,2420,4670,2,3,2420,0,2013,1923
3914481.62,3,2.5,2450,4332,2,3,2450,0,2010,0
1867272.21,3,2.25,1280,959,3,3,1280,0,2005,0
2941182.02,3,2.5,1550,3569,2,3,1550,0,2011,0
1384135.93,1,1,550,1279,2,3,550,0,2008,0
2212554.54,2,2.5,1520,1588,2,3,1240,280,2007,0
4575891.05,3,1,1670,4005,1.5,4,1170,500,1939,1989
2497981.05,1,0.75,430,5050,1,2,430,0,1912,0
5586105.91,4,2.5,2380,9614,2,4,2380,0,1991,0
4447412.33,3,1,960,9633,1,5,960,0,1982,0
5673039.32,3,1,1920,6862,1,3,1120,800,1952,2008
6607991.8,4,3,3680,5854,1,3,2060,1620,1967,2011
5383216.79,4,2.25,2530,9200,1,5,1570,960,1976,0
9149883.3,5,2.5,3840,16905,2,3,3840,0,1991,0
2680704.25,3,1.75,1240,3600,1.5,5,1240,0,1926,0
5450638.95,2,1,1300,11867,1.5,4,1300,0,1975,0
6392605.44,4,2.5,2380,12067,2,3,2380,0,2002,0
16123338.08,2,1,1300,44431,1,5,1300,0,1958,0
7070514.1,2,1,780,13500,1,4,780,0,1946,1989
16383831.29,4,2.5,1810,39639,1,3,1230,580,1970,2014
8108001.7,3,1.75,2420,12676,2,3,2420,0,1911,1986
3901793.37,3,1,1280,2580,1.5,3,1280,0,1910,2014
5401003.43,2,1,1680,6500,1,4,1140,540,1941,1998
4308225.01,3,2.5,2510,5400,2,3,2510,0,1992,0
6232418.98,3,1,1700,8645,1,3,1700,0,1955,2005
2853093.16,3,1.75,1680,3420,1,3,960,720,1992,0
20745076.98,1,0.75,820,59677,1,3,820,0,1999,0
18063258.04,3,4,4380,42769,2,5,4380,0,1983,0
5916312.98,3,2.5,2600,10092,1,3,2600,0,1984,0
5699395.69,5,3.25,3400,7452,2,3,3400,0,1999,0
6317230.89,5,1.75,2120,8399,1,4,1320,800,1942,1982
5500014.1,4,2.75,2250,5700,1,3,1200,1050,1951,1994
5183312.2,3,1,1800,5612,1,4,1200,600,1942,1982
4795481.86,3,2.5,2210,7620,2,3,2210,0,1994,0
4598604.05,3,2,1560,4080,2,3,1560,0,1923,1982
10787309.21,4,2.75,2430,20720,1,3,2430,0,1967,2011
14577979.32,4,2.5,2560,36601,2,4,2560,0,1987,0
2794105.7,3,2.75,1960,2500,1.5,5,1410,550,1926,0
4605067.91,3,1.5,1110,9762,1,4,1110,0,1963,0
4293070.72,2,1.5,1030,4500,1,3,830,200,1924,2011
6860793.53,4,1,1350,11507,1,3,1350,0,1966,1963
2360138.44,3,2,1540,1827,2,3,1540,0,2005,0
4975026.57,4,1.75,1830,9600,1,4,1010,820,1966,0
8689267.29,4,1.5,1930,15531,2,3,1930,0,1979,2014
6529946.1,3,2,1650,9641,1.5,3,1650,0,1983,2009
8821260.95,4,2,3510,12905,1,3,2210,1300,1965,1982
7054327.17,4,3,3370,7920,1,3,1860,1510,1988,2000
5441514.45,3,2.5,2390,9157,2,3,2390,0,1984,0
5675565.61,3,1,1230,8114,1,4,1230,0,1951,1999
72919442.1,4,3,2830,213879,2,4,2830,0,1987,0
5751672.48,3,1.75,1620,7540,1,3,1310,310,1988,2000
4284053.97,4,4,2290,6250,1.5,5,1690,600,1940,0
8427627.15,4,2,2840,13367,1,3,1420,1420,1952,2008
68443814.8,4,3.5,4220,196817,2,3,4220,0,1993,0
6349934.69,3,1,1080,10500,1,3,1080,0,1967,2011
6096998.04,3,1.75,1620,8645,1,3,1190,430,1973,2013
9123394.69,4,3.5,4390,11600,2,3,3060,1330,1990,2009
2978660.29,3,1.75,1620,3975,1,5,940,680,1926,0
6515584.46,3,1,1010,11244,1,4,1010,0,1947,1988
4606383.37,4,2.5,1750,8476,1,4,1240,510,1983,0
75178365.31,3,3.5,4080,217697,1.5,3,4080,0,2000,0
5736232.99,4,2.5,2560,10400,1,4,1280,1280,1965,0
4700583.99,3,1.75,1120,5500,1.5,4,1120,0,1925,1968
60890559.01,4,3.5,4740,172497,2,3,4740,0,2003,0
5664947.29,2,1,1340,7788,1,3,1340,0,1947,2012
5514298.86,4,2,1590,6750,1,3,1590,0,1951,1994
4729449.61,3,1,1430,5000,1,4,1080,350,1919,1985
6129758.11,4,1,1450,8960,1,3,1450,0,1943,2002
5698012.72,4,2.75,3500,7200,2,3,3500,0,2005,0
6199924.41,3,2,1630,8702,1,3,1630,0,1987,2000
4958301.68,4,1.75,1814,5000,1,4,944,870,1951,1999
4951029.95,2,1,580,7500,1,3,580,0,1943,2002
3345247.6,3,2,1670,4572,1.5,3,1670,0,1931,0
5658558.25,2,2,1140,8282,1,3,1140,0,1924,2009
4755314.67,2,1,800,6380,1,3,800,0,1940,1996
3768975.88,3,1.75,1300,2580,1,5,820,480,1919,1934
4828010.21,4,2.5,2440,7155,2,3,2440,0,1993,0
4459832.79,3,2,1490,8371,1.5,3,1490,0,1984,0
4999830.99,3,2.75,1800,9550,1,4,1320,480,1966,0
4983661.75,3,2,1830,9152,1,5,1830,0,1959,0
4430028.36,3,1,1500,3920,1,3,1000,500,1947,2012
4130387.08,4,2.5,2210,6080,1,4,1410,800,1965,0
1978683.9,3,2,1270,1323,3,3,1270,0,2006,0
1981192.6,2,1,1140,1730,1.5,3,1010,130,2007,0
2182936.37,3,2.5,1620,1173,3,3,1470,150,2008,0
1893835.43,3,2,1220,1186,3,3,1220,0,2007,0
1595181.97,2,2.5,750,1430,2,3,750,0,2006,0
5023398.53,4,1.75,1960,9300,1,5,1340,620,1979,0
4113175.34,3,1,1370,3000,1.5,3,1370,0,1924,2011
7184404.53,5,4,4580,4443,3,3,4580,0,2004,2003
28914037.14,4,4.25,5584,68257,2,3,5584,0,1998,2006
4215403.85,2,1,1010,4320,1,5,1010,0,1924,1956
3797444.76,3,1.75,1260,6908,1,3,1260,0,1994,0
3814399.8,3,2.5,1740,5782,2,4,1740,0,1989,0
5954352.7,4,1.5,2670,10026,2,3,2670,0,1996,0
3446350.21,2,1,720,7200,1,5,720,0,1943,0
3943711.95,3,2.5,2460,4399,2,3,2460,0,2007,0
